originalFilename,newFilename
BLIR Emergency Covid 19 Reg Updated-3-18.pdf,BLIR-Emergency-Covid-19-Reg-Updated-3-18.pdf
April 22 2022 Emergency Regulation Rescinding Regulation Requiring Wearing a Face Mask on PHL premises.pdf,April-22-2022-Emergency-Regulation-Rescinding-Regulation-Requiring-Wearing-a-Face-Mask-on-PHL-premises.pdf
Attachment to Approval Mem - Final Serology on Maternal Blood for Congenital Syphilis Regulation -.pdf,Attachment-to-Approval-Mem---Final-Serology-on-Maternal-Blood-for-Congenital-Syphilis-Regulation--.pdf
BLIR Emergency Regs Regarding Public Hearing Procedures-52379.pdf,BLIR-Emergency-Regs-Regarding-Public-Hearing-Procedures-52379.pdf
BLIR Reg lifting susp appeal Board revision.pdf,BLIR-Reg-lifting-susp-appeal-Board-revision.pdf
BOE August 17.2022 Hearing Report on Regulation No 1 _09_23_22.pdf,BOE-August-17.2022-Hearing-Report-on-Regulation-No-1-_09_23_22.pdf
BOH - 16th Supplemental Emergency Regulation - Gathering Sizes.pdf,BOH---16th-Supplemental-Emergency-Regulation---Gathering-Sizes.pdf
BOH - 17th Supplemental Emergency Regulation - LTCF.pdf,BOH---17th-Supplemental-Emergency-Regulation---LTCF.pdf
BOH 18th Emergency Reg re Safer at Home Fall-Winter with Attachment A.pdf,BOH-18th-Emergency-Reg-re-Safer-at-Home-Fall-Winter-with-Attachment-A.pdf
BOH Report on 12.23.2021 Hearing with Emergency Regulation Mandating Vaccines for Individuals Working and Dining at Indoor Dining Locations.pdf,BOH-Report-on-12.23.2021-Hearing-with-Emergency-Regulation-Mandating-Vaccines-for-Individuals-Working-and-Dining-at-Indoor-Dining-Locations.pdf
BOH reg - 2nd Amend SSHO - approved.pdf,BOH-reg---2nd-Amend-SSHO---approved.pdf
BOH reg - 3rd Amend SSHO.pdf,BOH-reg---3rd-Amend-SSHO.pdf
BOH reg - VIS substitution.pdf,BOH-reg---VIS-substitution.pdf
BOH reg re flavored tobacco.pdf,BOH-reg-re-flavored-tobacco.pdf
BOH regulation re indoor dining and theater.pdf,BOH-regulation-re-indoor-dining-and-theater.pdf
BOH regulation re indoor exercise and recreation.pdf,BOH-regulation-re-indoor-exercise-and-recreation.pdf
Banner Regulation Amendment Signed.pdf,Banner-Regulation-Amendment-Signed.pdf
Banner Regulations Approval Memo.pdf,Banner-Regulations-Approval-Memo.pdf
Bd. of Ethics -- Reg. 1 -- Board Regulation No. 1_ For Public Comment.pdf,Bd.-of-Ethics----Reg.-1----Board-Regulation-No.-1_-For-Public-Comment.pdf
Bd. of Ethics -- Reg. 1 -- Law Department Approval Memorandum.pdf,Bd.-of-Ethics----Reg.-1----Law-Department-Approval-Memorandum.pdf
Bd. of Ethics -- Reg. 1 -- Memo to Records_Final 07_21_22.pdf,Bd.-of-Ethics----Reg.-1----Memo-to-Records_Final-07_21_22.pdf
Bd. of Ethics -- Reg. 1 __ Board Regulation No.1_ For Public Comment.pdf,Bd.-of-Ethics----Reg.-1-__-Board-Regulation-No.1_-For-Public-Comment.pdf
Amendment to Section I-t of Regulations as filed with Records_ 20211105.pdf,Amendment-to-Section-I-t-of-Regulations-as-filed-with-Records_-20211105.pdf
Bd. of Ethics -- Reg. 1__Memo to Records_Final 07_21_22.pdf,Bd.-of-Ethics----Reg.-1__Memo-to-Records_Final-07_21_22.pdf
Bd. of Ethics Reg. 9-27-14.pdf,Bd.-of-Ethics-Reg.-9-27-14.pdf
Bd. of Pensions & Retirement Reg. 7-14-14.pdf,Bd.-of-Pensions---Retirement-Reg.-7-14-14.pdf
Bd. of Pensions and Retirement Reg. 4-21-14.pdf,Bd.-of-Pensions-and-Retirement-Reg.-4-21-14.pdf
Benchmarking Reg_Amended for calendar year 2019_final.pdf,Benchmarking-Reg_Amended-for-calendar-year-2019_final.pdf
Board Regulation No 1 - Proposed amendment for filing with Records Department.pdf,Board-Regulation-No-1---Proposed-amendment-for-filing-with-Records-Department.pdf
Board of Building Standards Rules and Regs.pdf,Board-of-Building-Standards-Rules-and-Regs.pdf
Board of Ethics 10-23-17.pdf,Board-of-Ethics-10-23-17.pdf
Board of Ethics Regs. 10-31-16.pdf,Board-of-Ethics-Regs.-10-31-16.pdf
Board of Ethics-Campaign Finance 12-10-2018.pdf,Board-of-Ethics-Campaign-Finance-12-10-2018.pdf
Board of Ethics-Campaign Finance.pdf,Board-of-Ethics-Campaign-Finance.pdf
Board of Health Regulation Rescinding of Emergency Health Order - Final.pdf,Board-of-Health-Regulation-Rescinding-of-Emergency-Health-Order---Final.pdf
Board of Labor Standards Procedure Regulations - Cover Memo.pdf,Board-of-Labor-Standards-Procedure-Regulations---Cover-Memo.pdf
Board restart PCPC Public Meeting Regulation Adopted Version.pdf,Board-restart-PCPC-Public-Meeting-Regulation-Adopted-Version.pdf
Building Energy Performance Regulations Approval Memo 04272021.pdf,Building-Energy-Performance-Regulations-Approval-Memo-04272021.pdf
Business Income and Receipts Tax Regulations.pdf,Business-Income-and-Receipts-Tax-Regulations.pdf
CDO Regulations Approval Memo.pdf,CDO-Regulations-Approval-Memo.pdf
CDO regulations 091020.pdf,CDO-regulations-091020.pdf
COP Department of Commerce Division of Aviation Amendment to Rules and Regulations for Philadelphia International Airport Related to the Customer Facility Charge.pdf,COP-Department-of-Commerce-Division-of-Aviation-Amendment-to-Rules-and-Regulations-for-Philadelphia-International-Airport-Related-to-the-Customer-Facility-Charge.pdf
COVER MEMO REGULATION 1 Virtual Hearing Panel Amendment 1.16.pdf,COVER-MEMO-REGULATION-1-Virtual-Hearing-Panel-Amendment-1.16.pdf
COVID Pandemic _Paid Sick Leave REGULATIONS.pdf,COVID-Pandemic-_Paid-Sick-Leave-REGULATIONS.pdf
BLIR Emergency Covid 19 lifting suspension of appeal deadline Approval Letter.pdf,BLIR-Emergency-Covid-19-lifting-suspension-of-appeal-deadline-Approval-Letter.pdf
Bd. of Ethics -- Reg. 1__Law Department Approval Memorandum.pdf,Bd.-of-Ethics----Reg.-1__Law-Department-Approval-Memorandum.pdf
CSR 5.157 Approved by Ad Board 2.11.2022.pdf,CSR-5.157-Approved-by-Ad-Board-2.11.2022.pdf
Cashless Retail Prohibition Ordinance and Regulation Report 9.20.2019.pdf,Cashless-Retail-Prohibition-Ordinance-and-Regulation-Report-9.20.2019.pdf
Center City Parking Revisions December 2019.pdf,Center-City-Parking-Revisions-December-2019.pdf
Changes for February 2023.pdf,Changes-for-February-2023.pdf
BLIR Emergency Regs Regarding Public Hearing Procedures Approval Memo.pdf,BLIR-Emergency-Regs-Regarding-Public-Hearing-Procedures-Approval-Memo.pdf
Changes for June 2023.pdf,Changes-for-June-2023.pdf
Changes for March 2022 Part 2.pdf,Changes-for-March-2022-Part-2.pdf
Changes for November 2022.pdf,Changes-for-November-2022.pdf
City Planning Comm. Reg. 12 1-28-14.pdf,City-Planning-Comm.-Reg.-12-1-28-14.pdf
Camping and Tents_ Section 305. 2020. 12. 16 _2021. 02. 26_.pdf,Camping-and-Tents_-Section-305.-2020.-12.-16-_2021.-02.-26_.pdf
City Planning Commission Regs. 6-27-16.pdf,City-Planning-Commission-Regs.-6-27-16.pdf
City Planning Reg.pdf,City-Planning-Reg.pdf
Civil Service Reg.pdf,Civil-Service-Reg.pdf
Commerce 1-1.pdf,Commerce-1-1.pdf
City Planning Commission Regs. 5-23-16.pdf,City-Planning-Commission-Regs.-5-23-16.pdf
Commerce 3-1.pdf,Commerce-3-1.pdf
Commerce 4-1.pdf,Commerce-4-1.pdf
Commerce 5-1.pdf,Commerce-5-1.pdf
Camping_Ltr to Records Commiss_030221_.pdf,Camping_Ltr-to-Records-Commiss_030221_.pdf
Commission on Human Relations 8-24-17.pdf,Commission-on-Human-Relations-8-24-17.pdf
Commissioner Memo for Compliance Filing_FY24 and FY25.pdf,Commissioner-Memo-for-Compliance-Filing_FY24-and-FY25.pdf
Construction Permit Extension Reg Approval Letter.pdf,Construction-Permit-Extension-Reg-Approval-Letter.pdf
Construction permits extension regulation.pdf,Construction-permits-extension-regulation.pdf
Continuing Education Credits Approval Memo.pdf,Continuing-Education-Credits-Approval-Memo.pdf
Contractor Continuing Education Credits.pdf,Contractor-Continuing-Education-Credits.pdf
Cover Page.pdf,Cover-Page.pdf
Cover memo LI reg- 2020.09.08.pdf,Cover-memo-LI-reg--2020.09.08.pdf
Cover memo Procurement Micro Purchasing etc regs.pdf,Cover-memo-Procurement-Micro-Purchasing-etc-regs.pdf
Cover memo-Procurement Micro Purchasing etc.- regs.pdf,Cover-memo-Procurement-Micro-Purchasing-etc.--regs.pdf
Cover memo_Amend Fourth Consolidated COVID Reg.pdf,Cover-memo_Amend-Fourth-Consolidated-COVID-Reg.pdf
Cover memo_LI Permit Amends.pdf,Cover-memo_LI-Permit-Amends.pdf
Cremation Permit Regulation_Final.pdf,Cremation-Permit-Regulation_Final.pdf
Customer Rights and Obligations 12-31-18.pdf,Customer-Rights-and-Obligations-12-31-18.pdf
DPD Reg Approval Letter 3.19.2020.pdf,DPD-Reg-Approval-Letter-3.19.2020.pdf
DWCH to Leonard 20200615 transmittal - 2022 Special Rate Proceeding Rate Determination.pdf,DWCH-to-Leonard-20200615-transmittal---2022-Special-Rate-Proceeding-Rate-Determination.pdf
DWCH to Leonard 20200615 transmittal - 2022 TAP-R Reconciliation Proceeding Rate Determination.pdf,DWCH-to-Leonard-20200615-transmittal---2022-TAP-R-Reconciliation-Proceeding-Rate-Determination.pdf
DWCH to Leonard 20230621 transmittal - 2023 TAP-R Reconciliation Proceeding Rate Determination.pdf,DWCH-to-Leonard-20230621-transmittal---2023-TAP-R-Reconciliation-Proceeding-Rate-Determination.pdf
DWCH to Leonard 20230621 transmittal_2023 General Rate Proceeding Rate Determination.pdf,DWCH-to-Leonard-20230621-transmittal_2023-General-Rate-Proceeding-Rate-Determination.pdf
"DWCH to Popowsky 20210908 _approving amendment to regulations of Philadelphia Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Popowsky-20210908-_approving-amendment-to-regulations-of-Philadelphia-Water--Sewer-and-Storm-Water-Rate-Board.pdf
"DWCH to Popowsky 20211105 filed with Records_ 20211105 approving amended regulation of Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Popowsky-20211105-filed-with-Records_-20211105-approving-amended-regulation-of-Water--Sewer-and-Storm-Water-Rate-Board.pdf
Commerce Department - WARN Chapter 9-1500 Temporary Emergency Regulation.pdf,Commerce-Department---WARN-Chapter-9-1500-Temporary-Emergency-Regulation.pdf
DWCH to Popowsky 20220615 approving 2022 TAP-R Reconciliation Proceeding Rate Determination.pdf,DWCH-to-Popowsky-20220615-approving-2022-TAP-R-Reconciliation-Proceeding-Rate-Determination.pdf
"DWCH to Popowsky 20221109 approving amended regulations of Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Popowsky-20221109-approving-amended-regulations-of-Water--Sewer-and-Storm-Water-Rate-Board.pdf
DWCH to Popowsky 20230621 approving 2023 TAP-R Reconciliation Proceeding Rate Determination.pdf,DWCH-to-Popowsky-20230621-approving-2023-TAP-R-Reconciliation-Proceeding-Rate-Determination.pdf
DWCH to Popowsky 20230621 approving_2023 General Rate Proceeding Rate Determination.pdf,DWCH-to-Popowsky-20230621-approving_2023-General-Rate-Proceeding-Rate-Determination.pdf
"DWCH to Popowsky- 20221109 approving amended regulations of Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Popowsky--20221109-approving-amended-regulations-of-Water--Sewer-and-Storm-Water-Rate-Board.pdf
"DWCH to Popowsky_ 20211105 approving amended regulation of Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Popowsky_-20211105-approving-amended-regulation-of-Water--Sewer-and-Storm-Water-Rate-Board.pdf
Commerce 2-1.pdf,Commerce-2-1.pdf
"DWCH to Tann_ 20220124 amended and restated regulations of Philadelphia Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Tann_-20220124-amended-and-restated-regulations-of-Philadelphia-Water--Sewer-and-Storm-Water-Rate-Board.pdf
December 2020.pdf,December-2020.pdf
December Regulation Changes.pdf,December-Regulation-Changes.pdf
Declaration of Extraordinary Circumstance.pdf,Declaration-of-Extraordinary-Circumstance.pdf
Declaration of Extraordinary Circumstance[2].pdf,Declaration-of-Extraordinary-Circumstance-2-.pdf
Declaration of Extraordinary Circumstances.pdf,Declaration-of-Extraordinary-Circumstances.pdf
Deletion of Section 13.2 from PCPC Regulations.pdf,Deletion-of-Section-13.2-from-PCPC-Regulations.pdf
Deletion of energy and environmental design regs Approval memo.pdf,Deletion-of-energy-and-environmental-design-regs-Approval-memo.pdf
Department Of Licenses and Inspections Regs. 07-22-15.pdf,Department-Of-Licenses-and-Inspections-Regs.-07-22-15.pdf
Department Of Public Health-AMS Hearing Report.pdf,Department-Of-Public-Health-AMS-Hearing-Report.pdf
Department of Commerce   Division of Aviation Regs. 01-09-17.pdf,Department-of-Commerce---Division-of-Aviation-Regs.-01-09-17.pdf
Department of Commerce   Division of Aviation Regs. 04-17-17.pdf,Department-of-Commerce---Division-of-Aviation-Regs.-04-17-17.pdf
Department of Commerce   Division of Aviation Regs. 08-07-17.pdf,Department-of-Commerce---Division-of-Aviation-Regs.-08-07-17.pdf
Department of Commerce Regs. 11-09-15.pdf,Department-of-Commerce-Regs.-11-09-15.pdf
"Department of Commerce, Division of Aviation Regs. 06-29-15.pdf",Department-of-Commerce--Division-of-Aviation-Regs.-06-29-15.pdf
Department of L_I Regs 09-28-15 Zoning Board 9-28-15.pdf,Department-of-L_I-Regs-09-28-15-Zoning-Board-9-28-15.pdf
Department of L_I Regs 09-28-15.pdf,Department-of-L_I-Regs-09-28-15.pdf
Department of L_I Regs. 09-07-15.pdf,Department-of-L_I-Regs.-09-07-15.pdf
Department of Labor Office Regulations 6 7 2023.pdf,Department-of-Labor-Office-Regulations-6-7-2023.pdf
Department of Licenses and Inspections Regs. 01-09-17.pdf,Department-of-Licenses-and-Inspections-Regs.-01-09-17.pdf
Department of Licenses and Inspections Regs. 02-13-17.pdf,Department-of-Licenses-and-Inspections-Regs.-02-13-17.pdf
Department of Licenses and Inspections Regs. 3-11-16.pdf,Department-of-Licenses-and-Inspections-Regs.-3-11-16.pdf
Department of Parks and Recreation Regs. 3-31-17.pdf,Department-of-Parks-and-Recreation-Regs.-3-31-17.pdf
Department of Public Health 2-24-20.pdf,Department-of-Public-Health-2-24-20.pdf
Department of Public Health Regs. 05-11-15.pdf,Department-of-Public-Health-Regs.-05-11-15.pdf
Department of Public Health Regs. 08-11-16.pdf,Department-of-Public-Health-Regs.-08-11-16.pdf
Department of Public Health Regs. 08-11-16b.pdf,Department-of-Public-Health-Regs.-08-11-16b.pdf
Department of Public Health Regs. 09-23-16.pdf,Department-of-Public-Health-Regs.-09-23-16.pdf
Department of Public Health Regs. 10-13-16.pdf.pdf,Department-of-Public-Health-Regs.-10-13-16.pdf.pdf
Department of Public Health Regs. 10-21-16.pdf,Department-of-Public-Health-Regs.-10-21-16.pdf
Department of Public Health Regs. 11-16-15.pdf,Department-of-Public-Health-Regs.-11-16-15.pdf
Department of Public Health Regs. 11-25-15.pdf,Department-of-Public-Health-Regs.-11-25-15.pdf
DWCH to Popowsky 20220615 approving 2022 Special Rate Proceeding Rate Determination.pdf,DWCH-to-Popowsky-20220615-approving-2022-Special-Rate-Proceeding-Rate-Determination.pdf
Department of Public Health Regs. NEVR 06-22-15.pdf,Department-of-Public-Health-Regs.-NEVR-06-22-15.pdf
Department of Public Health Regs.7-3-17.pdf,Department-of-Public-Health-Regs.7-3-17.pdf
Department of Public Health Regulation 11-24-17.pdf,Department-of-Public-Health-Regulation-11-24-17.pdf
Department of Public Health-Drug Overdose Death Review  2-15-19.pdf,Department-of-Public-Health-Drug-Overdose-Death-Review--2-15-19.pdf
"Department of Public Health-Immunization and Treatment of Newborns, Children and Adolescents 7-19-19.pdf",Department-of-Public-Health-Immunization-and-Treatment-of-Newborns--Children-and-Adolescents-7-19-19.pdf
Department of Public Health-Regulation Relating to Nuisance Health Establishments 7-19-19.pdf,Department-of-Public-Health-Regulation-Relating-to-Nuisance-Health-Establishments-7-19-19.pdf
"DWCH to Popowsky_20211105_ approving amended regulation of Water, Sewer and Storm Water Rate Board.pdf",DWCH-to-Popowsky_20211105_-approving-amended-regulation-of-Water--Sewer-and-Storm-Water-Rate-Board.pdf
Department of Revenue Business Income and Receipts Tax-Section 202 Regulation 9-3- 2019.pdf,Department-of-Revenue-Business-Income-and-Receipts-Tax-Section-202-Regulation-9-3--2019.pdf
Department of Revenue Regs. 05-23-16.pdf,Department-of-Revenue-Regs.-05-23-16.pdf
Department of Revenue Regs. 06-15-15.pdf,Department-of-Revenue-Regs.-06-15-15.pdf
Department of Revenue Regs. 09-10-15.pdf,Department-of-Revenue-Regs.-09-10-15.pdf
Department of Revenue Regs. 1-19-16.pdf,Department-of-Revenue-Regs.-1-19-16.pdf
Department of Revenue Regs. 10-11-16.pdf,Department-of-Revenue-Regs.-10-11-16.pdf
Department of Revenue Regs. 10-13-15.pdf,Department-of-Revenue-Regs.-10-13-15.pdf
Department of Revenue Regs. 11-14-16.pdf,Department-of-Revenue-Regs.-11-14-16.pdf
Department of Revenue Regs. 12-05-16.pdf,Department-of-Revenue-Regs.-12-05-16.pdf
Department of Revenue Regs. 12-19-16.pdf,Department-of-Revenue-Regs.-12-19-16.pdf
Department of Revenue Regs. 12-29-16.pdf,Department-of-Revenue-Regs.-12-29-16.pdf
Department of Revenue Regs. 3-09-16.pdf,Department-of-Revenue-Regs.-3-09-16.pdf
Department of Revenue Regs. 3-20-17.pdf,Department-of-Revenue-Regs.-3-20-17.pdf
Department of Revenue Regs. 3-27-17.pdf,Department-of-Revenue-Regs.-3-27-17.pdf
Department of Revenue Regs. 501  1-15-16.pdf,Department-of-Revenue-Regs.-501--1-15-16.pdf
Department of Revenue Regs. 510  1-15-16.pdf,Department-of-Revenue-Regs.-510--1-15-16.pdf
Department of Revenue Regs. 7-31-17.pdf,Department-of-Revenue-Regs.-7-31-17.pdf
Department of Revenue Regs.(a) 09-07-15.pdf,Department-of-Revenue-Regs.-a--09-07-15.pdf
Department of Revenue Regs.(b) 09-07-15.pdf,Department-of-Revenue-Regs.-b--09-07-15.pdf
Department of Revenue Regs.4-24-17.pdf,Department-of-Revenue-Regs.4-24-17.pdf
Department of Revenue Regs.7-10-17.pdf,Department-of-Revenue-Regs.7-10-17.pdf
Department of Revenue and Philadelphia Water Department Regs. 12-15-16.pdf,Department-of-Revenue-and-Philadelphia-Water-Department-Regs.-12-15-16.pdf
Department of Revenue-Healthy Beverages Tax Credit 6-18-18.pdf,Department-of-Revenue-Healthy-Beverages-Tax-Credit-6-18-18.pdf
Department of Streets 1-11-19.pdf,Department-of-Streets-1-11-19.pdf
Department of Streets 11-6-17.pdf,Department-of-Streets-11-6-17.pdf
Department of Streets Dockless Bicycles Sharing Hearing Report.pdf,Department-of-Streets-Dockless-Bicycles-Sharing-Hearing-Report.pdf
Department of Streets Dockless Bicycles Sharing.pdf,Department-of-Streets-Dockless-Bicycles-Sharing.pdf
Department of Streets Parking Regulation Center City Revisions September 2019.pdf,Department-of-Streets-Parking-Regulation-Center-City-Revisions-September-2019.pdf
Department of Streets Regs. 09-08-16.pdf,Department-of-Streets-Regs.-09-08-16.pdf
Department of Streets Regs. 12-21-15.pdf,Department-of-Streets-Regs.-12-21-15.pdf
Department of Streets Regs. 2-18-16.pdf,Department-of-Streets-Regs.-2-18-16.pdf
Department of Streets Regs.8-11-17.pdf,Department-of-Streets-Regs.8-11-17.pdf
Dept of Public Health 1-3-17.pdf,Dept-of-Public-Health-1-3-17.pdf
Dept of Public Health 10-22-18.pdf,Dept-of-Public-Health-10-22-18.pdf
Dept of Public Health 3-5-18.pdf,Dept-of-Public-Health-3-5-18.pdf
Dept of Public Health Air Management 7-3-17.pdf,Dept-of-Public-Health-Air-Management-7-3-17.pdf
Dept of Public Health Communicable Diseases 7-3-17.pdf,Dept-of-Public-Health-Communicable-Diseases-7-3-17.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations Part  1.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--1.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations Part  2.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--2.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations Part  3.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--3.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations Part  4.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--4.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations-Part  1.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--1.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations-Part  2.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--2.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations-Part  3.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--3.pdf
Dept of Public Health Filing of Amendments to Air Management Regulations-Part  4.pdf,Dept-of-Public-Health-Filing-of-Amendments-to-Air-Management-Regulations-Part--4.pdf
Dept of Public Health Water Quality 3-5-18.pdf,Dept-of-Public-Health-Water-Quality-3-5-18.pdf
Dept of Revenue 10-28-16.pdf,Dept-of-Revenue-10-28-16.pdf
Dept of Revenue 7-31-17.pdf,Dept-of-Revenue-7-31-17.pdf
Dept of Revenue 9-15-17.pdf,Dept-of-Revenue-9-15-17.pdf
Dept of Revenue 9-5-17a.pdf,Dept-of-Revenue-9-5-17a.pdf
Dept of Revenue 9-5-17b.pdf,Dept-of-Revenue-9-5-17b.pdf
Dept of Revenue Excise Tax on Outdoor Advertising Transactions 7-22-19.pdf,Dept-of-Revenue-Excise-Tax-on-Outdoor-Advertising-Transactions-7-22-19.pdf
Dept of Revenue Excise Tax on Outdoor Advertising Transactions.pdf,Dept-of-Revenue-Excise-Tax-on-Outdoor-Advertising-Transactions.pdf
Dept of Revenue Real Estate Tax Regulations-Section 401  7-01-19.pdf,Dept-of-Revenue-Real-Estate-Tax-Regulations-Section-401--7-01-19.pdf
Dept of Streets  Parking Regulations Center City Revisions November 2019.pdf,Dept-of-Streets--Parking-Regulations-Center-City-Revisions-November-2019.pdf
Dept of Streets 2-16-18.pdf,Dept-of-Streets-2-16-18.pdf
Dept of Streets Post Hearing Report.pdf,Dept-of-Streets-Post-Hearing-Report.pdf
Dept. of Commerce - Avaition Reg. 4-16-14.pdf,Dept.-of-Commerce---Avaition-Reg.-4-16-14.pdf
Dept. of Commerce Emergency Regulation Approval Memo.3.31.2020.pdf,Dept.-of-Commerce-Emergency-Regulation-Approval-Memo.3.31.2020.pdf
Dept. of Commerce Emergency Regulation Governing Access to PHL.3.31.2020.pdf,Dept.-of-Commerce-Emergency-Regulation-Governing-Access-to-PHL.3.31.2020.pdf
Dept. of Commerce Emergency Regulation Governing Access to PHL.effective 5.22.20.pdf,Dept.-of-Commerce-Emergency-Regulation-Governing-Access-to-PHL.effective-5.22.20.pdf
Dept. of L & I Reg. 2-5-14.pdf,Dept.-of-L---I-Reg.-2-5-14.pdf
Dept. of L & I Reg. 3-24-14.pdf,Dept.-of-L---I-Reg.-3-24-14.pdf
Dept. of L & I Reg. 6-27-14.pdf,Dept.-of-L---I-Reg.-6-27-14.pdf
Dept. of Parks & Recreation Reg. 4-10-14.pdf,Dept.-of-Parks---Recreation-Reg.-4-10-14.pdf
Dept. of Parks & Recreation Reg. 6-18-14.pdf,Dept.-of-Parks---Recreation-Reg.-6-18-14.pdf
Dept. of Rev. Business Income And Receipts Tax Regs. 5-15-14 2.pdf,Dept.-of-Rev.-Business-Income-And-Receipts-Tax-Regs.-5-15-14-2.pdf
Determination of Permit Filing Date_Regulation.pdf,Determination-of-Permit-Filing-Date_Regulation.pdf
Development Tax Revenue Regulation 11-2-21.pdf,Development-Tax-Revenue-Regulation-11-2-21.pdf
Draft Joint Emergency Reg City Commissioners and Health Polling Place COVID safety.pdf,Draft-Joint-Emergency-Reg-City-Commissioners-and-Health-Polling-Place-COVID-safety.pdf
EHPA Regs Report - Final Draft .pdf,EHPA-Regs-Report---Final-Draft-.pdf
EX A Final Amendment to Regulation 8 Clean Version APPROVED BY BOARD.pdf,EX-A-Final-Amendment-to-Regulation-8-Clean-Version-APPROVED-BY-BOARD.pdf
EX B Final Amendment to Regulation 8 Markup Version APPROVED BY BOARD.pdf,EX-B-Final-Amendment-to-Regulation-8-Markup-Version-APPROVED-BY-BOARD.pdf
EX C Changes to text of Regulation 8 after July 15 APPROVED BY BOARD.pdf,EX-C-Changes-to-text-of-Regulation-8-after-July-15-APPROVED-BY-BOARD.pdf
Effective 10day RevenueReg Hearing Commissioner Report1-13-20.pdf,Effective-10day-RevenueReg-Hearing-Commissioner-Report1-13-20.pdf
Emergency BLIR Form Rev 1.pdf,Emergency-BLIR-Form-Rev-1.pdf
Emergency BLIR Form-3-18.pdf,Emergency-BLIR-Form-3-18.pdf
Emergency BOH Regulation re Fines and Penalties.pdf,Emergency-BOH-Regulation-re-Fines-and-Penalties.pdf
Emergency BOH reg adopting mask order with attachments.pdf,Emergency-BOH-reg-adopting-mask-order-with-attachments.pdf
Emergency BOH reg adopting yellow and modified green phase orders with attachments.pdf,Emergency-BOH-reg-adopting-yellow-and-modified-green-phase-orders-with-attachments.pdf
Emergency BOH reg re L&I July 24 2020 reg.pdf,Emergency-BOH-reg-re-L-I-July-24-2020-reg.pdf
Emergency BOH reg re second mandatory reporting order.pdf,Emergency-BOH-reg-re-second-mandatory-reporting-order.pdf
Emergency Regulation Governing the Control of COVID-19 with Attachment A[1].pdf,Emergency-Regulation-Governing-the-Control-of-COVID-19-with-Attachment-A-1-.pdf
Emergency Regulation Relating to Indoor Dining Vaccine Requirement_ As Amended 1.4.2022.pdf,Emergency-Regulation-Relating-to-Indoor-Dining-Vaccine-Requirement_-As-Amended-1.4.2022.pdf
Emergency Regulation Relating to Indoor Dining Vaccine Requirement_ As Amended_1.4.2022.pdf,Emergency-Regulation-Relating-to-Indoor-Dining-Vaccine-Requirement_-As-Amended_1.4.2022.pdf
Emergency Regulations Modifying Restrictions.pdf,Emergency-Regulations-Modifying-Restrictions.pdf
Enclosure 1 -- Law Department Memo - Regulation 8 Amendment 10_22_2020.pdf,Enclosure-1----Law-Department-Memo---Regulation-8-Amendment-10_22_2020.pdf
Enclosure 2 -- Proposed Amendment to Regulation 8 Approved by Board for posting at Records 10-21-2020.pdf,Enclosure-2----Proposed-Amendment-to-Regulation-8-Approved-by-Board-for-posting-at-Records-10-21-2020.pdf
Energy Efficiency and Enviro Design Regulation Approval Memo 2022-09-07.pdf,Energy-Efficiency-and-Enviro-Design-Regulation-Approval-Memo-2022-09-07.pdf
Ethics Regs.pdf,Ethics-Regs.pdf
Excavation Contractor License Regulation - 2022_08_03.pdf,Excavation-Contractor-License-Regulation---2022_08_03.pdf
Exhibit 1 - Written comments received during RCO Boundary Regulation Hearing.pdf,Exhibit-1---Written-comments-received-during-RCO-Boundary-Regulation-Hearing.pdf
Exhibit 2 - Transcript of PCPC RCO Boundary Regulation Hearing.pdf,Exhibit-2---Transcript-of-PCPC-RCO-Boundary-Regulation-Hearing.pdf
Exhibit A to AMS Reg VI__Technical Guidelines._.pdf,Exhibit-A-to-AMS-Reg-VI__Technical-Guidelines._.pdf
"Exhibit A to Approval Memo, Emergency Regulations Chapter 9-4900 - Plastic Bags.pdf",Exhibit-A-to-Approval-Memo--Emergency-Regulations-Chapter-9-4900---Plastic-Bags.pdf
